# logA mnu nnu ns ombh2 omch2 tau H0
2.667146103841973469e+07 -5.929112131963952444e+06 -1.500887601498552598e+06 3.423997725632021576e+07 4.043334913663462996e+08 1.025068643426577598e+08 -3.086550042164339870e+07 -3.006845022596046329e+05
-5.929112131963952444e+06 1.635959556833397597e+06 2.742201629770122236e+05 -7.934368376722049899e+06 -8.035270154408104718e+07 -2.926286974982276559e+07 5.674951968292600475e+06 8.207372390083635401e+04
-1.500887601498552598e+06 2.742201629770122236e+05 4.034754949367693043e+05 -2.007396790714393137e+06 2.744802391646365821e+07 -2.417424510908475891e+07 7.190293419075444108e+05 -5.675211497493565730e+03
3.423997725632021576e+07 -7.934368376722049899e+06 -2.007396790714393137e+06 4.589259615918675065e+07 5.722160903422977924e+08 1.387830440352148414e+08 -3.857049786814367026e+07 -4.050519404207965708e+05
4.043334913663462996e+08 -8.035270154408104718e+07 2.744802391646365821e+07 5.722160903422977924e+08 2.727992254985938263e+10 -3.039858031305126667e+09 -7.943374476825627089e+08 -8.719399147797694430e+06
1.025068643426577598e+08 -2.926286974982276559e+07 -2.417424510908475891e+07 1.387830440352148414e+08 -3.039858031305126667e+09 1.889574246842744350e+09 -7.015812923709776253e+06 -7.729638514040352311e+04
-3.086550042164339870e+07 5.674951968292600475e+06 7.190293419075444108e+05 -3.857049786814367026e+07 -7.943374476825627089e+08 -7.015812923709776253e+06 4.581346668248794228e+07 3.807461507218089537e+05
-3.006845022596046329e+05 8.207372390083635401e+04 -5.675211497493565730e+03 -4.050519404207965708e+05 -8.719399147797694430e+06 -7.729638514040352311e+04 3.807461507218089537e+05 5.548176408410862678e+03
