# ells, tt, te, ee, bb
1.680000000000000000e+02 5.616488880973039086e-07 0.000000000000000000e+00 1.123297776194608241e-06 1.123297776194608241e-06
1.690000000000000000e+02 5.616590468529240036e-07 0.000000000000000000e+00 1.123318093705848431e-06 1.123318093705848431e-06
1.700000000000000000e+02 5.616692660524116034e-07 0.000000000000000000e+00 1.123338532104823630e-06 1.123338532104823630e-06
1.710000000000000000e+02 5.616795456985109889e-07 0.000000000000000000e+00 1.123359091397021978e-06 1.123359091397021978e-06
1.720000000000000000e+02 5.616898857939827465e-07 0.000000000000000000e+00 1.123379771587965493e-06 1.123379771587965493e-06
1.730000000000000000e+02 5.617002863416044029e-07 0.000000000000000000e+00 1.123400572683208806e-06 1.123400572683208806e-06
1.740000000000000000e+02 5.617107473441687318e-07 0.000000000000000000e+00 1.123421494688337464e-06 1.123421494688337464e-06
1.750000000000000000e+02 5.617212688044856590e-07 0.000000000000000000e+00 1.123442537608971953e-06 1.123442537608971953e-06
1.760000000000000000e+02 5.617318507253807805e-07 0.000000000000000000e+00 1.123463701450761773e-06 1.123463701450761773e-06
1.770000000000000000e+02 5.617424931096962096e-07 0.000000000000000000e+00 1.123484986219392843e-06 1.123484986219392843e-06
1.780000000000000000e+02 5.617531959602903648e-07 0.000000000000000000e+00 1.123506391920580730e-06 1.123506391920580730e-06
1.790000000000000000e+02 5.617639592800371230e-07 0.000000000000000000e+00 1.123527918560074670e-06 1.123527918560074670e-06
1.800000000000000000e+02 5.617747830718281489e-07 0.000000000000000000e+00 1.123549566143656086e-06 1.123549566143656086e-06
1.810000000000000000e+02 5.617856673385699300e-07 0.000000000000000000e+00 1.123571334677139860e-06 1.123571334677139860e-06
1.820000000000000000e+02 5.617966120831856830e-07 0.000000000000000000e+00 1.123593224166371578e-06 1.123593224166371578e-06
1.830000000000000000e+02 5.618076173086152475e-07 0.000000000000000000e+00 1.123615234617230707e-06 1.123615234617230707e-06
1.840000000000000000e+02 5.618186830178141332e-07 0.000000000000000000e+00 1.123637366035628478e-06 1.123637366035628478e-06
1.850000000000000000e+02 5.618298092137543669e-07 0.000000000000000000e+00 1.123659618427509581e-06 1.123659618427509581e-06
1.860000000000000000e+02 5.618409958994244926e-07 0.000000000000000000e+00 1.123681991798849409e-06 1.123681991798849409e-06
1.870000000000000000e+02 5.618522430778288304e-07 0.000000000000000000e+00 1.123704486155657873e-06 1.123704486155657873e-06
1.880000000000000000e+02 5.618635507519883232e-07 0.000000000000000000e+00 1.123727101503976435e-06 1.123727101503976435e-06
1.890000000000000000e+02 5.618749189249395841e-07 0.000000000000000000e+00 1.123749837849879804e-06 1.123749837849879804e-06
1.900000000000000000e+02 5.618863475997365905e-07 0.000000000000000000e+00 1.123772695199473605e-06 1.123772695199473605e-06
1.910000000000000000e+02 5.618978367794482486e-07 0.000000000000000000e+00 1.123795673558896921e-06 1.123795673558896921e-06
1.920000000000000000e+02 5.619093864671609347e-07 0.000000000000000000e+00 1.123818772934321869e-06 1.123818772934321869e-06
1.930000000000000000e+02 5.619209966659762716e-07 0.000000000000000000e+00 1.123841993331952755e-06 1.123841993331952755e-06
