# ells, tt, te, ee, bb
4.600000000000000000e+01 1.540837993890008220e-06 0.000000000000000000e+00 3.081675987780016440e-06 3.081675987780016440e-06
4.700000000000000000e+01 1.540845688111073189e-06 0.000000000000000000e+00 3.081691376222147649e-06 3.081691376222147649e-06
4.800000000000000000e+01 1.540853547832328759e-06 0.000000000000000000e+00 3.081707095664659212e-06 3.081707095664659212e-06
4.900000000000000000e+01 1.540861573055887006e-06 0.000000000000000000e+00 3.081723146111774011e-06 3.081723146111774011e-06
5.000000000000000000e+01 1.540869763783902146e-06 0.000000000000000000e+00 3.081739527567805139e-06 3.081739527567805139e-06
5.100000000000000000e+01 1.540878120018574136e-06 0.000000000000000000e+00 3.081756240037149543e-06 3.081756240037149543e-06
5.200000000000000000e+01 1.540886641762148037e-06 0.000000000000000000e+00 3.081773283524296498e-06 3.081773283524296498e-06
5.300000000000000000e+01 1.540895329016911685e-06 0.000000000000000000e+00 3.081790658033824217e-06 3.081790658033824217e-06
5.400000000000000000e+01 1.540904181785200138e-06 0.000000000000000000e+00 3.081808363570400275e-06 3.081808363570400275e-06
5.500000000000000000e+01 1.540913200069389323e-06 0.000000000000000000e+00 3.081826400138779492e-06 3.081826400138779492e-06
5.600000000000000000e+01 1.540922383871901966e-06 0.000000000000000000e+00 3.081844767743804778e-06 3.081844767743804778e-06
5.700000000000000000e+01 1.540931733195204839e-06 0.000000000000000000e+00 3.081863466390410525e-06 3.081863466390410525e-06
5.800000000000000000e+01 1.540941248041809606e-06 0.000000000000000000e+00 3.081882496083620059e-06 3.081882496083620059e-06
5.900000000000000000e+01 1.540950928414271978e-06 0.000000000000000000e+00 3.081901856828543533e-06 3.081901856828543533e-06
6.000000000000000000e+01 1.540960774315190652e-06 0.000000000000000000e+00 3.081921548630381304e-06 3.081921548630381304e-06
6.100000000000000000e+01 1.540970785747210488e-06 0.000000000000000000e+00 3.081941571494422669e-06 3.081941571494422669e-06
6.200000000000000000e+01 1.540980962713022297e-06 0.000000000000000000e+00 3.081961925426045018e-06 3.081961925426045018e-06
6.300000000000000000e+01 1.540991305215356915e-06 0.000000000000000000e+00 3.081982610430713830e-06 3.081982610430713830e-06
6.400000000000000000e+01 1.541001813256993668e-06 0.000000000000000000e+00 3.082003626513988183e-06 3.082003626513988183e-06
6.500000000000000000e+01 1.541012486840754658e-06 0.000000000000000000e+00 3.082024973681511856e-06 3.082024973681511856e-06
6.600000000000000000e+01 1.541023325969507514e-06 0.000000000000000000e+00 3.082046651939016723e-06 3.082046651939016723e-06
6.700000000000000000e+01 1.541034330646161797e-06 0.000000000000000000e+00 3.082068661292324864e-06 3.082068661292324864e-06
6.800000000000000000e+01 1.541045500873675131e-06 0.000000000000000000e+00 3.082091001747350686e-06 3.082091001747350686e-06
6.900000000000000000e+01 1.541056836655046227e-06 0.000000000000000000e+00 3.082113673310093301e-06 3.082113673310093301e-06
7.000000000000000000e+01 1.541068337993320802e-06 0.000000000000000000e+00 3.082136675986642451e-06 3.082136675986642451e-06
7.100000000000000000e+01 1.541080004891587986e-06 0.000000000000000000e+00 3.082160009783176819e-06 3.082160009783176819e-06
7.200000000000000000e+01 1.541091837352980107e-06 0.000000000000000000e+00 3.082183674705960214e-06 3.082183674705960214e-06
7.300000000000000000e+01 1.541103835380676502e-06 0.000000000000000000e+00 3.082207670761353852e-06 3.082207670761353852e-06
7.400000000000000000e+01 1.541115998977899921e-06 0.000000000000000000e+00 3.082231997955800690e-06 3.082231997955800690e-06
7.500000000000000000e+01 1.541128328147917582e-06 0.000000000000000000e+00 3.082256656295835163e-06 3.082256656295835163e-06
7.600000000000000000e+01 1.541140822894039476e-06 0.000000000000000000e+00 3.082281645788081070e-06 3.082281645788081070e-06
7.700000000000000000e+01 1.541153483219623032e-06 0.000000000000000000e+00 3.082306966439246911e-06 3.082306966439246911e-06
7.800000000000000000e+01 1.541166309128069086e-06 0.000000000000000000e+00 3.082332618256138171e-06 3.082332618256138171e-06
7.900000000000000000e+01 1.541179300622820827e-06 0.000000000000000000e+00 3.082358601245643348e-06 3.082358601245643348e-06
8.000000000000000000e+01 1.541192457707369302e-06 0.000000000000000000e+00 3.082384915414739027e-06 3.082384915414739027e-06
8.100000000000000000e+01 1.541205780385248544e-06 0.000000000000000000e+00 3.082411560770497087e-06 3.082411560770497087e-06
8.200000000000000000e+01 1.541219268660035361e-06 0.000000000000000000e+00 3.082438537320071568e-06 3.082438537320071568e-06
8.300000000000000000e+01 1.541232922535354418e-06 0.000000000000000000e+00 3.082465845070709684e-06 3.082465845070709684e-06
8.400000000000000000e+01 1.541246742014871464e-06 0.000000000000000000e+00 3.082493484029743352e-06 3.082493484029743352e-06
8.500000000000000000e+01 1.541260727102299890e-06 0.000000000000000000e+00 3.082521454204601474e-06 3.082521454204601474e-06
8.600000000000000000e+01 1.541274877801395864e-06 0.000000000000000000e+00 3.082549755602790880e-06 3.082549755602790880e-06
8.700000000000000000e+01 1.541289194115958752e-06 0.000000000000000000e+00 3.082578388231918350e-06 3.082578388231918350e-06
8.800000000000000000e+01 1.541303676049835777e-06 0.000000000000000000e+00 3.082607352099671554e-06 3.082607352099671554e-06
8.900000000000000000e+01 1.541318323606916304e-06 0.000000000000000000e+00 3.082636647213832608e-06 3.082636647213832608e-06
9.000000000000000000e+01 1.541333136791133318e-06 0.000000000000000000e+00 3.082666273582266212e-06 3.082666273582266212e-06
9.100000000000000000e+01 1.541348115606466815e-06 0.000000000000000000e+00 3.082696231212933630e-06 3.082696231212933630e-06
9.200000000000000000e+01 1.541363260056939990e-06 0.000000000000000000e+00 3.082726520113880826e-06 3.082726520113880826e-06
9.300000000000000000e+01 1.541378570146620083e-06 0.000000000000000000e+00 3.082757140293241436e-06 3.082757140293241436e-06
9.400000000000000000e+01 1.541394045879620921e-06 0.000000000000000000e+00 3.082788091759242690e-06 3.082788091759242690e-06
9.500000000000000000e+01 1.541409687260097414e-06 0.000000000000000000e+00 3.082819374520195675e-06 3.082819374520195675e-06
9.600000000000000000e+01 1.541425494292251902e-06 0.000000000000000000e+00 3.082850988584503805e-06 3.082850988584503805e-06
9.700000000000000000e+01 1.541441466980329928e-06 0.000000000000000000e+00 3.082882933960660280e-06 3.082882933960660280e-06
9.800000000000000000e+01 1.541457605328621289e-06 0.000000000000000000e+00 3.082915210657243849e-06 3.082915210657243849e-06
9.900000000000000000e+01 1.541473909341462794e-06 0.000000000000000000e+00 3.082947818682925589e-06 3.082947818682925589e-06
1.000000000000000000e+02 1.541490379023231063e-06 0.000000000000000000e+00 3.082980758046462972e-06 3.082980758046462972e-06
1.010000000000000000e+02 1.541507014378351206e-06 0.000000000000000000e+00 3.083014028756703683e-06 3.083014028756703683e-06
1.020000000000000000e+02 1.541523815411291324e-06 0.000000000000000000e+00 3.083047630822584765e-06 3.083047630822584765e-06
1.030000000000000000e+02 1.541540782126565254e-06 0.000000000000000000e+00 3.083081564253131355e-06 3.083081564253131355e-06
1.040000000000000000e+02 1.541557914528728552e-06 0.000000000000000000e+00 3.083115829057457950e-06 3.083115829057457950e-06
1.050000000000000000e+02 1.541575212622384841e-06 0.000000000000000000e+00 3.083150425244769258e-06 3.083150425244769258e-06
1.060000000000000000e+02 1.541592676412178827e-06 0.000000000000000000e+00 3.083185352824356806e-06 3.083185352824356806e-06
1.070000000000000000e+02 1.541610305902802225e-06 0.000000000000000000e+00 3.083220611805606144e-06 3.083220611805606144e-06
1.080000000000000000e+02 1.541628101098990161e-06 0.000000000000000000e+00 3.083256202197982016e-06 3.083256202197982016e-06
1.090000000000000000e+02 1.541646062005523925e-06 0.000000000000000000e+00 3.083292124011049544e-06 3.083292124011049544e-06
1.100000000000000000e+02 1.541664188627226733e-06 0.000000000000000000e+00 3.083328377254452619e-06 3.083328377254452619e-06
1.110000000000000000e+02 1.541682480968966696e-06 0.000000000000000000e+00 3.083364961937933393e-06 3.083364961937933393e-06
1.120000000000000000e+02 1.541700939035657664e-06 0.000000000000000000e+00 3.083401878071315329e-06 3.083401878071315329e-06
1.130000000000000000e+02 1.541719562832259227e-06 0.000000000000000000e+00 3.083439125664520148e-06 3.083439125664520148e-06
1.140000000000000000e+02 1.541738352363772690e-06 0.000000000000000000e+00 3.083476704727545803e-06 3.083476704727545803e-06
1.150000000000000000e+02 1.541757307635245522e-06 0.000000000000000000e+00 3.083514615270491045e-06 3.083514615270491045e-06
1.160000000000000000e+02 1.541776428651767969e-06 0.000000000000000000e+00 3.083552857303536786e-06 3.083552857303536786e-06
1.170000000000000000e+02 1.541795715418478132e-06 0.000000000000000000e+00 3.083591430836956688e-06 3.083591430836956688e-06
1.180000000000000000e+02 1.541815167940554983e-06 0.000000000000000000e+00 3.083630335881111659e-06 3.083630335881111659e-06
1.190000000000000000e+02 1.541834786223225349e-06 0.000000000000000000e+00 3.083669572446450698e-06 3.083669572446450698e-06
1.200000000000000000e+02 1.541854570271757141e-06 0.000000000000000000e+00 3.083709140543515976e-06 3.083709140543515976e-06
1.210000000000000000e+02 1.541874520091466337e-06 0.000000000000000000e+00 3.083749040182933521e-06 3.083749040182933521e-06
1.220000000000000000e+02 1.541894635687710421e-06 0.000000000000000000e+00 3.083789271375421688e-06 3.083789271375421688e-06
1.230000000000000000e+02 1.541914917065892827e-06 0.000000000000000000e+00 3.083829834131786925e-06 3.083829834131786925e-06
1.240000000000000000e+02 1.541935364231462519e-06 0.000000000000000000e+00 3.083870728462925885e-06 3.083870728462925885e-06
1.250000000000000000e+02 1.541955977189910811e-06 0.000000000000000000e+00 3.083911954379821623e-06 3.083911954379821623e-06
1.260000000000000000e+02 1.541976755946774758e-06 0.000000000000000000e+00 3.083953511893549517e-06 3.083953511893549517e-06
1.270000000000000000e+02 1.541997700507636095e-06 0.000000000000000000e+00 3.083995401015272614e-06 3.083995401015272614e-06
1.280000000000000000e+02 1.542018810878121026e-06 0.000000000000000000e+00 3.084037621756242900e-06 3.084037621756242900e-06
1.290000000000000000e+02 1.542040087063899802e-06 0.000000000000000000e+00 3.084080174127800452e-06 3.084080174127800452e-06
1.300000000000000000e+02 1.542061529070687990e-06 0.000000000000000000e+00 3.084123058141376827e-06 3.084123058141376827e-06
1.310000000000000000e+02 1.542083136904244989e-06 0.000000000000000000e+00 3.084166273808491249e-06 3.084166273808491249e-06
1.320000000000000000e+02 1.542104910570375517e-06 0.000000000000000000e+00 3.084209821140750611e-06 3.084209821140750611e-06
1.330000000000000000e+02 1.542126850074926854e-06 0.000000000000000000e+00 3.084253700149854132e-06 3.084253700149854132e-06
1.340000000000000000e+02 1.542148955423794561e-06 0.000000000000000000e+00 3.084297910847589970e-06 3.084297910847589970e-06
1.350000000000000000e+02 1.542171226622914645e-06 0.000000000000000000e+00 3.084342453245830561e-06 3.084342453245830561e-06
1.360000000000000000e+02 1.542193663678272029e-06 0.000000000000000000e+00 3.084387327356543211e-06 3.084387327356543211e-06
1.370000000000000000e+02 1.542216266595890811e-06 0.000000000000000000e+00 3.084432533191782046e-06 3.084432533191782046e-06
1.380000000000000000e+02 1.542239035381844218e-06 0.000000000000000000e+00 3.084478070763689282e-06 3.084478070763689282e-06
1.390000000000000000e+02 1.542261970042248885e-06 0.000000000000000000e+00 3.084523940084499041e-06 3.084523940084499041e-06
1.400000000000000000e+02 1.542285070583265073e-06 0.000000000000000000e+00 3.084570141166530993e-06 3.084570141166530993e-06
1.410000000000000000e+02 1.542308337011097509e-06 0.000000000000000000e+00 3.084616674022195864e-06 3.084616674022195864e-06
1.420000000000000000e+02 1.542331769331996660e-06 0.000000000000000000e+00 3.084663538663993744e-06 3.084663538663993744e-06
1.430000000000000000e+02 1.542355367552257677e-06 0.000000000000000000e+00 3.084710735104515777e-06 3.084710735104515777e-06
1.440000000000000000e+02 1.542379131678217847e-06 0.000000000000000000e+00 3.084758263356436118e-06 3.084758263356436118e-06
1.450000000000000000e+02 1.542403061716262740e-06 0.000000000000000000e+00 3.084806123432526328e-06 3.084806123432526328e-06
1.460000000000000000e+02 1.542427157672819855e-06 0.000000000000000000e+00 3.084854315345641404e-06 3.084854315345641404e-06
1.470000000000000000e+02 1.542451419554361369e-06 0.000000000000000000e+00 3.084902839108724855e-06 3.084902839108724855e-06
1.480000000000000000e+02 1.542475847367406895e-06 0.000000000000000000e+00 3.084951694734812944e-06 3.084951694734812944e-06
1.490000000000000000e+02 1.542500441118515434e-06 0.000000000000000000e+00 3.085000882237031715e-06 3.085000882237031715e-06
1.500000000000000000e+02 1.542525200814294900e-06 0.000000000000000000e+00 3.085050401628591070e-06 3.085050401628591070e-06
1.510000000000000000e+02 1.542550126461397467e-06 0.000000000000000000e+00 3.085100252922794087e-06 3.085100252922794087e-06
1.520000000000000000e+02 1.542575218066517025e-06 0.000000000000000000e+00 3.085150436133035320e-06 3.085150436133035320e-06
1.530000000000000000e+02 1.542600475636395532e-06 0.000000000000000000e+00 3.085200951272790641e-06 3.085200951272790641e-06
1.540000000000000000e+02 1.542625899177817087e-06 0.000000000000000000e+00 3.085251798355635445e-06 3.085251798355635445e-06
1.550000000000000000e+02 1.542651488697611952e-06 0.000000000000000000e+00 3.085302977395224751e-06 3.085302977395224751e-06
1.560000000000000000e+02 1.542677244202653588e-06 0.000000000000000000e+00 3.085354488405308446e-06 3.085354488405308446e-06
1.570000000000000000e+02 1.542703165699860982e-06 0.000000000000000000e+00 3.085406331399722812e-06 3.085406331399722812e-06
1.580000000000000000e+02 1.542729253196197382e-06 0.000000000000000000e+00 3.085458506392396036e-06 3.085458506392396036e-06
1.590000000000000000e+02 1.542755506698672197e-06 0.000000000000000000e+00 3.085511013397344818e-06 3.085511013397344818e-06
1.600000000000000000e+02 1.542781926214335917e-06 0.000000000000000000e+00 3.085563852428673104e-06 3.085563852428673104e-06
