# ells, tt, te, ee, bb, kk
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.000000000000000000e+00 1.070063613900259497e+03 2.760359813664163386e+00 3.255477877945369553e-02 1.603965249316655121e-07 7.895919232932432621e-08
3.000000000000000000e+00 5.066490156228665569e+02 1.547946876324450161e+00 2.093024908817834803e-02 1.604670057607785451e-07 9.601147088642104755e-08
4.000000000000000000e+00 2.877397137625696359e+02 8.714381736510693477e-01 1.092218055786673379e-02 1.605603771269902442e-07 1.105785114511723111e-07
5.000000000000000000e+00 1.836917366007333214e+02 4.949601705565662702e-01 4.878304490045316799e-03 1.606761275806822323e-07 1.232084233990929930e-07
6.000000000000000000e+00 1.272299773916946322e+02 2.850935069266979371e-01 1.954483973194956828e-03 1.608136246077049916e-07 1.342257484302093436e-07
7.000000000000000000e+00 9.364841495388670012e+01 1.681831377214248746e-01 7.910648424506081487e-04 1.609721190738036767e-07 1.439213539032029764e-07
8.000000000000000000e+00 7.189659602742986522e+01 1.031476746662319810e-01 3.943593998690991462e-04 1.611507505115351128e-07 1.524990756370129034e-07
9.000000000000000000e+00 5.719032334167524567e+01 6.773594381959581467e-02 2.519504783166708018e-04 1.613485532017825090e-07 1.601313440377784869e-07
1.000000000000000000e+01 4.676076721547096327e+01 4.861777556633842257e-02 1.754795760917371179e-04 1.615644626728345188e-07 1.669269064932755921e-07
1.100000000000000000e+01 3.908616245993113125e+01 3.839627106521122796e-02 1.228782682566667290e-04 1.617973234930467182e-07 1.730336851738234775e-07
1.200000000000000000e+01 3.321572290718518872e+01 3.279214577958462773e-02 9.057384918207371386e-05 1.620458970931934940e-07 1.784578116905558905e-07
1.300000000000000000e+01 2.871866374006901168e+01 2.947885625649216204e-02 7.444781393720672417e-05 1.623088704438342589e-07 1.833604052619402361e-07
1.400000000000000000e+01 2.511932885745597233e+01 2.718102195946220032e-02 6.706988766393838410e-05 1.625848650740506474e-07 1.877250204101409647e-07
