# ells, tt, te, ee, bb, kk
1.140000000000000000e+02 1.511863518429492181e+00 -1.549149442993349481e-02 4.611552882109176276e-04 2.359575844456122817e-07 1.462312393656315665e-07
1.150000000000000000e+02 1.501615864903901310e+00 -1.551582043326153737e-02 4.585210324127681446e-04 2.358376754144152464e-07 1.453327967761249568e-07
1.160000000000000000e+02 1.491552478647011126e+00 -1.553365303913876484e-02 4.557504256562808849e-04 2.357104701433461074e-07 1.444407604073885882e-07
1.170000000000000000e+02 1.481665111259150569e+00 -1.554504108584780359e-02 4.528414094265762976e-04 2.355764071824532381e-07 1.435550831964367350e-07
1.180000000000000000e+02 1.471942587021441318e+00 -1.555003567978725798e-02 4.498021518012701903e-04 2.354359557199253702e-07 1.426757361008980040e-07
1.190000000000000000e+02 1.462380863791784558e+00 -1.554875530746801550e-02 4.466338557865437799e-04 2.352896111120363362e-07 1.418027906974396977e-07
1.200000000000000000e+02 1.452972815526371253e+00 -1.554125161890658295e-02 4.433409670202531736e-04 2.351378903322717508e-07 1.409361848487322455e-07
1.210000000000000000e+02 1.443711652293118819e+00 -1.552757798051038543e-02 4.399245828614486791e-04 2.349813271644778635e-07 1.400759237844098444e-07
1.220000000000000000e+02 1.434587792123946492e+00 -1.550785147349995063e-02 4.363889393566104647e-04 2.348204675246483770e-07 1.392220454598619215e-07
1.230000000000000000e+02 1.425598275611848820e+00 -1.548212527895670432e-02 4.327380965133519465e-04 2.346558646865802273e-07 1.383744897396642610e-07
1.240000000000000000e+02 1.416737214876171214e+00 -1.545045386298094132e-02 4.289729357129866525e-04 2.344880745864119792e-07 1.375333110502748015e-07
1.250000000000000000e+02 1.407996029769051916e+00 -1.541295207545564060e-02 4.251002970575973035e-04 2.343176511297121627e-07 1.366984665018520333e-07
1.260000000000000000e+02 1.399372417482588338e+00 -1.536970282518031715e-02 4.211208421127074540e-04 2.341451417030343471e-07 1.358699463081618369e-07
1.270000000000000000e+02 1.390858388054039052e+00 -1.532075943405359839e-02 4.170410128622519474e-04 2.339710828162848878e-07 1.350478045179352459e-07
1.280000000000000000e+02 1.382449188019362563e+00 -1.526623262989619534e-02 4.128612762007806067e-04 2.337959959222453367e-07 1.342319995861792814e-07
1.290000000000000000e+02 1.374143061022189416e+00 -1.520620257210756124e-02 4.085877085401762613e-04 2.336203834613224490e-07 1.334225381419447040e-07
1.300000000000000000e+02 1.365932802626631970e+00 -1.514072105517300960e-02 4.042206043537349192e-04 2.334447252116928749e-07 1.326194268743040876e-07
1.310000000000000000e+02 1.357811573426352725e+00 -1.506989453938108181e-02 3.997657037746521133e-04 2.332694749155485637e-07 1.318226570553123649e-07
1.320000000000000000e+02 1.349780900814675944e+00 -1.499380061240598513e-02 3.952284678565971777e-04 2.330950571962160346e-07 1.310322295828370069e-07
1.330000000000000000e+02 1.341831863960253335e+00 -1.491254354754245441e-02 3.906088615976096895e-04 2.329218648190346264e-07 1.302481206764906731e-07
1.340000000000000000e+02 1.333963794857634610e+00 -1.482617371040488054e-02 3.859172292097749106e-04 2.327502563420274756e-07 1.294703156489418899e-07
1.350000000000000000e+02 1.326170927264032962e+00 -1.473484356703160837e-02 3.811506496432587516e-04 2.325805541312133511e-07 1.286987239434545798e-07
1.360000000000000000e+02 1.318452789709777306e+00 -1.463857472466557896e-02 3.763164390106578166e-04 2.324130427364798728e-07 1.279333616954596546e-07
1.370000000000000000e+02 1.310803953063383709e+00 -1.453746475096558480e-02 3.714165995069992833e-04 2.322479676878149885e-07 1.271741693419179273e-07
1.380000000000000000e+02 1.303221687338081525e+00 -1.443163302266686245e-02 3.664579268886537116e-04 2.320855346744267254e-07 1.264211029412929610e-07
1.390000000000000000e+02 1.295700977626554673e+00 -1.432117109867500106e-02 3.614420722443829610e-04 2.319259091108835702e-07 1.256741780332133015e-07
1.400000000000000000e+02 1.288244146642494092e+00 -1.420616821625037517e-02 3.563729932454051219e-04 2.317692161416026321e-07 1.249333210930283821e-07
1.410000000000000000e+02 1.280844025181612889e+00 -1.408673467425816152e-02 3.512591211788048708e-04 2.316155409780394302e-07 1.241985034787064766e-07
