# ells, tt, te, ee, bb, kk
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.000000000000000000e+00 1.070063613700106089e+03 2.760359813662013551e+00 3.255477861081586960e-02 1.602278872539691552e-07 7.895919233052495571e-08
3.000000000000000000e+00 5.066490154233332532e+02 1.547946876319642007e+00 2.093024891955520828e-02 1.602983833904295239e-07 9.601147081245468952e-08
4.000000000000000000e+00 2.877397135636727512e+02 8.714381736427810887e-01 1.092218038926253028e-02 1.603917751972995719e-07 1.105785112528425244e-07
5.000000000000000000e+00 1.836917364026419364e+02 4.949601705439878319e-01 4.878304321463692445e-03 1.605075512547815378e-07 1.232084233440606271e-07
6.000000000000000000e+00 1.272299771950251994e+02 2.850935069090365093e-01 1.954483804638850689e-03 1.606450790888572656e-07 1.342257485364682504e-07
7.000000000000000000e+00 9.364841475825755879e+01 1.681831376979366632e-01 7.910646739221839684e-04 1.608036095354677855e-07 1.439213539419393813e-07
8.000000000000000000e+00 7.189659583315589941e+01 1.031476746362077757e-01 3.943592313694915959e-04 1.609822822380844401e-07 1.524990756222077998e-07
9.000000000000000000e+00 5.719032314888992374e+01 6.773594378237640656e-02 2.519503098460461983e-04 1.611801314078763710e-07 1.601313440888615881e-07
1.000000000000000000e+01 4.676076702429426035e+01 4.861777552131921892e-02 1.754794076490191193e-04 1.613960926735151123e-07 1.669269065843919586e-07
1.100000000000000000e+01 3.908616227050181635e+01 3.839627101184495128e-02 1.228780998395436537e-04 1.616290105906094000e-07 1.730336852242869476e-07
1.200000000000000000e+01 3.321572271948984678e+01 3.279214571738683914e-02 9.057368078690975768e-05 1.618776465746155064e-07 1.784578116336185211e-07
1.300000000000000000e+01 2.871866354730913784e+01 2.947885618513012423e-02 7.444764555892570673e-05 1.621406876093004967e-07 1.833604052723968049e-07
1.400000000000000000e+01 2.511932867178338924e+01 2.718102187845104767e-02 6.706971929597444480e-05 1.624167552160744015e-07 1.877250204469195058e-07
