# ells, tt, te, ee, bb, kk
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.000000000000000000e+00 1.070063614909075568e+03 2.760359813651712457e+00 3.255478411520142112e-02 1.657322733752206425e-07 7.895919230456280031e-08
3.000000000000000000e+00 5.066490166410487745e+02 1.547946876296638630e+00 2.093025442398176519e-02 1.658028127864941248e-07 9.601147142046072271e-08
4.000000000000000000e+00 2.877397147813759375e+02 8.714381736032541514e-01 1.092218589374154177e-02 1.658962627017651982e-07 1.105785127544743653e-07
5.000000000000000000e+00 1.836917376225601686e+02 4.949601704839093341e-01 4.878309826004759327e-03 1.660121120278657169e-07 1.232084236841032479e-07
6.000000000000000000e+00 1.272299784199875177e+02 2.850935068246168713e-01 1.954489309249226280e-03 1.661497287018396762e-07 1.342257479409763481e-07
7.000000000000000000e+00 9.364841598793128696e+01 1.681831375855069033e-01 7.910701786063372397e-04 1.663083641023390298e-07 1.439213536652499546e-07
8.000000000000000000e+00 7.189659706851074361e+01 1.031476744922841249e-01 3.943647361289076884e-04 1.664871582256180694e-07 1.524990757846162560e-07
9.000000000000000000e+00 5.719032438976811505e+01 6.773594360367934941e-02 2.519558146786000214e-04 1.666851459485333387e-07 1.601313436195188056e-07
1.000000000000000000e+01 4.676076827210194864e+01 4.861777530477724707e-02 1.754849125488075175e-04 1.669012634024642319e-07 1.669269059625069332e-07
1.100000000000000000e+01 3.908616352501984892e+01 3.839627075464054073e-02 1.228836047964879650e-04 1.671343557446343504e-07 1.730336850622691060e-07
1.200000000000000000e+01 3.321572398102207302e+01 3.279214541694180224e-02 9.057918578649328738e-05 1.673831849663532243e-07 1.784578120395984481e-07
1.300000000000000000e+01 2.871866486921497952e+01 2.947885583850428509e-02 7.445315058204986767e-05 1.676464385142993921e-07 1.833604054211461666e-07
1.400000000000000000e+01 2.511932995798776957e+01 2.718102148490345038e-02 6.707522431864459608e-05 1.679227384024014941e-07 1.877250203416208697e-07
